      5.010000e+01       5.010000e+01       5.010000e+01       6.270000e+01       7.078000e+01       7.200000e+01       7.178000e+01       7.202000e+01       7.186000e+01       6.592000e+01
      5.010000e+01       5.010000e+01       6.230000e+01       7.052000e+01       7.178000e+01       7.240000e+01       7.234000e+01       7.362000e+01       7.438000e+01       7.242000e+01
      5.010000e+01       6.252000e+01       7.030000e+01       7.166000e+01       7.204000e+01       7.274000e+01       7.356000e+01       7.434000e+01       7.526000e+01       7.466000e+01
      6.240000e+01       7.030000e+01       7.150000e+01       7.180000e+01       7.202000e+01       7.260000e+01       7.414000e+01       7.500000e+01       7.488000e+01       7.380000e+01
      7.026000e+01       7.142000e+01       7.168000e+01       7.224000e+01       7.238000e+01       7.354000e+01       7.442000e+01       7.516000e+01       7.496000e+01       7.260000e+01
      7.134000e+01       7.144000e+01       7.172000e+01       7.200000e+01       7.300000e+01       7.400000e+01       7.482000e+01       7.516000e+01       7.310000e+01       7.246000e+01
      7.152000e+01       7.144000e+01       7.182000e+01       7.236000e+01       7.312000e+01       7.418000e+01       7.480000e+01       7.466000e+01       7.198000e+01       7.098000e+01
      7.152000e+01       7.162000e+01       7.220000e+01       7.270000e+01       7.404000e+01       7.454000e+01       7.512000e+01       7.344000e+01       7.088000e+01       7.006000e+01
      7.146000e+01       7.196000e+01       7.230000e+01       7.326000e+01       7.398000e+01       7.424000e+01       7.486000e+01       7.300000e+01       7.104000e+01       7.022000e+01
      7.182000e+01       7.200000e+01       7.250000e+01       7.348000e+01       7.428000e+01       7.502000e+01       7.436000e+01       7.262000e+01       6.896000e+01       7.042000e+01
      7.190000e+01       7.238000e+01       7.268000e+01       7.390000e+01       7.448000e+01       7.502000e+01       7.372000e+01       7.204000e+01       6.934000e+01       6.996000e+01
