      7.412000e+01       7.432000e+01       7.414000e+01       7.442000e+01       7.440000e+01       7.448000e+01       7.440000e+01       7.402000e+01       7.414000e+01       7.414000e+01       7.424000e+01       7.404000e+01       7.406000e+01       7.404000e+01       7.386000e+01       7.376000e+01       7.368000e+01       7.332000e+01       7.308000e+01
      7.408000e+01       7.432000e+01       7.430000e+01       7.452000e+01       7.452000e+01       7.418000e+01       7.408000e+01       7.414000e+01       7.412000e+01       7.446000e+01       7.446000e+01       7.442000e+01       7.422000e+01       7.424000e+01       7.398000e+01       7.388000e+01       7.360000e+01       7.366000e+01       7.364000e+01
      7.462000e+01       7.460000e+01       7.438000e+01       7.452000e+01       7.456000e+01       7.464000e+01       7.456000e+01       7.454000e+01       7.446000e+01       7.442000e+01       7.446000e+01       7.442000e+01       7.440000e+01       7.414000e+01       7.416000e+01       7.392000e+01       7.388000e+01       7.372000e+01       7.346000e+01
      7.436000e+01       7.456000e+01       7.460000e+01       7.430000e+01       7.438000e+01       7.428000e+01       7.432000e+01       7.464000e+01       7.468000e+01       7.454000e+01       7.468000e+01       7.444000e+01       7.448000e+01       7.448000e+01       7.446000e+01       7.442000e+01       7.406000e+01       7.430000e+01       7.402000e+01
      7.458000e+01       7.466000e+01       7.474000e+01       7.476000e+01       7.460000e+01       7.466000e+01       7.472000e+01       7.478000e+01       7.508000e+01       7.498000e+01       7.494000e+01       7.478000e+01       7.478000e+01       7.462000e+01       7.442000e+01       7.448000e+01       7.418000e+01       7.418000e+01       7.394000e+01
      7.430000e+01       7.442000e+01       7.440000e+01       7.448000e+01       7.440000e+01       7.456000e+01       7.462000e+01       7.460000e+01       7.476000e+01       7.492000e+01       7.498000e+01       7.490000e+01       7.480000e+01       7.488000e+01       7.490000e+01       7.492000e+01       7.444000e+01       7.430000e+01       7.418000e+01
      7.430000e+01       7.434000e+01       7.472000e+01       7.476000e+01       7.472000e+01       7.478000e+01       7.484000e+01       7.496000e+01       7.504000e+01       7.510000e+01       7.498000e+01       7.496000e+01       7.504000e+01       7.494000e+01       7.482000e+01       7.470000e+01       7.462000e+01       7.452000e+01       7.424000e+01
      7.410000e+01       7.398000e+01       7.406000e+01       7.460000e+01       7.480000e+01       7.484000e+01       7.476000e+01       7.492000e+01       7.500000e+01       7.490000e+01       7.498000e+01       7.508000e+01       7.512000e+01       7.528000e+01       7.522000e+01       7.490000e+01       7.470000e+01       7.438000e+01       7.410000e+01
      7.462000e+01       7.476000e+01       7.472000e+01       7.488000e+01       7.498000e+01       7.504000e+01       7.516000e+01       7.506000e+01       7.524000e+01       7.528000e+01       7.514000e+01       7.508000e+01       7.532000e+01       7.536000e+01       7.534000e+01       7.508000e+01       7.460000e+01       7.440000e+01       7.434000e+01
      7.454000e+01       7.456000e+01       7.454000e+01       7.482000e+01       7.486000e+01       7.528000e+01       7.542000e+01       7.550000e+01       7.540000e+01       7.510000e+01       7.520000e+01       7.524000e+01       7.526000e+01       7.508000e+01       7.512000e+01       7.524000e+01       7.498000e+01       7.494000e+01       7.482000e+01
