-4.858217321168328273e-01 -6.499334212114545872e-01 -4.659588687509670923e-01 -6.466389934620664359e-01 -5.402324074884132799e-01 -6.336894174237600597e-01
-8.122307824528280928e-01 -6.244791733935957101e-01 -7.252108962260565006e-01 -8.772710590662302632e-01 -9.948197293005144326e-01 -8.917452543209253291e-01
-8.728914410448782024e-02 -8.205063222653590227e-01 -8.289617692453253583e-02 4.606983846821353645e-01 8.825448024448228068e-01 9.752227989564049571e-01
-2.146312879246344008e-01 -2.702760344089168432e-01 -2.393895216972428963e-01 -9.440329727937512017e-01 -6.482982805920887159e-01 1.209637978644171608e-01
-7.594517408965226757e-01 -7.860846042096987230e-01 -6.291846789421092767e-01 -7.109732012358593867e-01 -7.294056192331601629e-01 -7.219181429731266197e-01
-5.633248224732919640e-01 -4.911686176135370840e-01 -4.648958478954252072e-01 -7.224289387050136790e-01 -9.103136069449601075e-01 -1.010789990758157453e+00
-3.910853073025815085e-01 -8.232594231546930263e-01 -3.419814560301251971e-01 -2.299080933424378637e-01 -5.783685528508713397e-02 -3.639551411925626145e-01
-7.254229425479240545e-01 -8.232594231546930263e-01 -5.908186582603960346e-01 -5.376198229774667992e-01 -3.873643854210983006e-01 -3.778185788536074785e-01
2.876062524079000537e-01 1.317323940067391397e-01 1.033895431982659180e-01 1.567125373093689600e+00 2.018742749179605944e+00 1.463155528809263695e+00
1.429119182304940283e+00 1.081711339606667321e+00 2.858400508226386916e-01 -6.739506854415068249e-01 -2.558160066537222277e-01 -6.118394341536350645e-01
2.006576683921792448e-01 9.480347646332293321e-01 6.951378194498969432e-01 -1.469867618604145387e-01 1.546389057950888546e+00 2.868109453078297122e+00
4.763754346523147581e-02 6.807688211462581407e-02 2.110811984982573775e-01 6.854800734400331996e-02 -9.661388766396156180e-02 -5.900647956534070815e-01
-8.122307824528280928e-01 -2.505428257223616395e-01 -7.252108962260565006e-01 5.092525037566962842e-01 3.387394081275429403e-01 3.347169100621566473e-01
8.290176234211117656e-02 -5.658842746969051651e-01 -3.815772459368769187e-01 -3.735979394787158903e-01 4.658075719985548813e-01 -3.742773746684491254e-01
-4.328393935115698588e-01 -6.335978254721409408e-01 -3.717238443877479009e-02 -6.929930040160612315e-01 -7.809280905413457097e-01 -9.621926141746038885e-01
1.819840472166952106e+00 1.340470995448108660e+00 3.505940009772142707e-01 2.125413167244976365e-01 6.653316250555911804e-01 7.958269018316895815e-01
-2.104715175382707859e-01 1.211727722646309235e+00 3.394079645234732157e-01 1.001014691008732305e+00 8.634652665930661053e-01 1.006114154614167644e+00
-1.020359992711829256e-01 -4.946776277065898508e-01 -4.631519378644382567e-01 1.510301880614242753e+00 1.635452640287227366e+00 1.306664441733230930e+00
-2.235529007269668467e-01 -1.324300234065451110e-01 -1.245058660951768202e-03 -8.212820905083771938e-01 -4.849249270436444270e-01 -3.732225478898915649e-01
-6.678898776929174108e-01 -8.232594231546930263e-01 -7.252108962260565006e-01 1.344079888594926109e+00 9.791011579699080425e-01 1.444771404954400040e+00
2.793179881042430757e-01 3.378247508274957733e-02 -1.284115339484192819e-01 7.022551270780755805e-01 1.048389998694709169e+00 6.941114624707630520e-01
3.117657556243332184e+00 4.680475704427301764e+00 2.476963613002546305e-01 -5.841255651535695037e-01 -8.850315379985443376e-02 -7.377405446514928578e-01
-6.160178537396537868e-01 -6.852224456166450262e-01 -6.504312003554881816e-01 -6.296450517859703000e-01 -5.538275423463451252e-01 -8.405108107909771142e-01
1.801715811510651299e-01 2.910303125167532090e-01 4.409160344546265153e-01 -1.051079632190947022e+00 -3.792536515569911448e-01 -2.182383562117982401e-01
-7.909470920804215210e-02 -1.679497990423444442e-01 7.184630996846184947e-02 2.773846963718633152e+00 4.342815604126196938e+00 3.932957086032351057e+00
-4.264355364694047412e-01 -6.109285062995619686e-01 -7.032904334859615414e-01 2.024511638543154968e-01 4.634902194659530905e-01 5.544222590817574625e-01
-3.742976625290426185e-01 -7.136844163714062272e-01 -3.652567492723814424e-01 -2.878695729876946663e-01 -3.931577667526032216e-01 -5.303163931250999275e-01
3.298294856529442320e-01 4.496916759078460335e-01 3.229415630356680111e-01 2.113274637476336704e-01 1.269333866477159733e-01 4.466038933591754967e-01
-3.250294046258900282e-01 -2.427131977596317380e-01 -2.814517979028008376e-01 -4.587952452923593771e-01 -4.171809880072446242e-01 -4.119497596169404141e-01
-4.447791855791962123e-01 -5.740878787920012938e-01 -6.926741206280009333e-01 -4.436979488926132142e-01 -3.866691796613178633e-01 -5.942087579977410883e-01
